20200720235525283	0.2	0.1	0.062	0.061	0.208606999313793	1	0
20200720235525837	0.2	0.1	0.062	0.061	1.58278600137241	1	1
2020072023595680	0.2	0.1	0.046	0.0594	0.107832565434761	1	0
20200720235956634	0.2	0.1	0.046	0.0594	1.78433486913048	1	1
20200721000432554	0.2	0.1	0.03	0.057	0.385746495441623	1	0
20200721000432108	0.2	0.1	0.03	0.057	1.22850700911675	1	1
20200721000903939	0.2	0.1	0.038	0.061	0.266640525438682	0.0147058823529412	0.04
20200721000903493	0.2	0.1	0.038	0.061	1.46671894912264	1	1
2020072100133474	0.2	0.1	0.046	0.065	0.0024507401235173	1	0
20200721001334628	0.2	0.1	0.046	0.065	1.99509851975297	1	1
2020072100180953	0.2	0.1	0.058	0.065	0.0024507401235173	1	0
20200721001809607	0.2	0.1	0.058	0.065	1.99509851975297	1	1
20200721002248719	0.2	0.1	0.014	0.047	0.234192726203313	0.0344872387111676	0.1675
20200721002248750	0.2	0.1	0.014	0.047	1.53161454759337	1	1
20200721002717623	0.3	0.1	0.055	0.062	0.460739143221253	0.2	0.09
20200721002718178	0.3	0.1	0.055	0.062	1.07852171355749	1	1
20200721003152678	0.3	0.05	0.0367	0.0649	0.293696696402313	0.00454755197202254	0.12
20200721003152233	0.3	0.05	0.0367	0.0649	1.41260660719537	1	1
20200721003621941	0.3	0.1	0.0367	0.0649	0.251740025487697	0.00378787878787879	0.02
20200721003621137	0.3	0.1	0.0367	0.0649	1.49651994902461	1	1
20200721004050337	0.35	0.2	0.055	0.062	0.21527301244976	1	0.06
20200721004050891	0.35	0.2	0.055	0.062	1.56945397510048	1	1
20200721004518499	0.4	0.1	0.055	0.062	0.415645524948534	0.0526315789473684	0.06
20200721004518889	0.4	0.1	0.055	0.062	1.16870895010293	1	1
20200721005012524	0.4	0.2	0.055	0.062	0.293304577982551	1	0.1525
2020072100501279	0.4	0.2	0.055	0.062	1.4133908440349	1	1
2020072100544775	0.4	0.05	0.0367	0.0649	0.388981472404666	0.00892921437315475	0.08
20200721005447628	0.4	0.05	0.0367	0.0649	1.22203705519067	1	1
20200721005916982	0.4	0.1	0.0367	0.0649	0.25919027546319	0.00337851651946353	0.08
20200721005916536	0.4	0.1	0.0367	0.0649	1.48161944907362	1	1
20200721010350480	0.4	0.2	0.0367	0.0649	0.101362611508676	0.0113636363636364	0
2020072101035035	0.4	0.2	0.0367	0.0649	1.79727477698265	1	1
20200721011407453	0.4	0.2	0.01	0.047	0	NaN	0
202007210114077	0.4	0.2	0.01	0.047	2	1	1
2020072101184611	0.4	0.2	0.026	0.051	0.811685128908931	1	0.5675
20200721011846206	0.4	0.2	0.026	0.051	0.376629742182139	1	1
20200721012321989	0.4	0.2	0.014	0.039	0.804136849328497	0.333333333333333	0.74
20200721012321544	0.4	0.2	0.014	0.039	0.391726301343006	1	1
20200721012757269	0.4	0.2	0.022	0.051	0.429957847269876	0.142857142857143	0.2225
20200721012757822	0.4	0.2	0.022	0.051	1.14008430546025	1	1
20200721013230755	0.4	0.2	0.026	0.055	0.360062738947162	0.0769230769230769	0.2375
20200721013230310	0.4	0.2	0.026	0.055	1.27987452210568	1	1
20200721013657851	0.4	0.2	0.042	0.059	0.447113028134497	1	0.31
2020072101365747	0.4	0.2	0.042	0.059	1.10577394373101	1	1
20200721014131297	0.4	0.2	0.03	0.055	0.518086462111558	1	0.35
20200721014131850	0.4	0.2	0.03	0.055	0.963827075776885	1	1
20200721014559497	0.4	0.2	0.022	0.059	0.115674933830017	0.0178571428571429	0
2020072101455951	0.4	0.2	0.022	0.059	1.76865013233997	1	1
20200721015030722	0.4	0.2	0.018	0.055	0.130771492990883	0.0212803292548694	0
20200721015030753	0.4	0.2	0.018	0.055	1.73845701401823	1	1
20200721015504899	0.4	0.2	0.026	0.059	0.17145377904127	0.0111111111111111	0.085
20200721015504453	0.4	0.2	0.026	0.059	1.65709244191746	1	1
20200721015933953	0.4	0.2	0.034	0.063	0.129791196941476	0.0103092783505155	0.01
20200721015933507	0.4	0.2	0.034	0.063	1.74041760611705	1	1
20200721020402913	0.4	0.2	0.062	0.061	0.119203999607882	0.5	0.06
20200721020402468	0.4	0.2	0.062	0.061	1.76159200078424	1	1
20200721020836202	0.4	0.2	0.03	0.057	0.330457798255073	0.5	0.03
20200721020836756	0.4	0.2	0.03	0.057	1.33908440348985	1	1
2020072102130493	0.4	0.2	0.038	0.061	0.261444956376826	0.0555555555555556	0.345
20200721021305646	0.4	0.2	0.038	0.061	1.47711008724635	1	1
20200721021733899	0.4	0.2	0.046	0.065	0.14586805215175	0.0294117647058824	0
20200721021733290	0.4	0.2	0.046	0.065	1.7082638956965	1	1
20200721062131615	0.4	0.2	0.058	0.065	0.972061562591903	1	1
20200721062131973	0.4	0.2	0.058	0.065	0.0558768748161945	1	1
20200721063255436	0.4	0.2	0.014	0.047	0.909028526615038	1	1
20200721063255990	0.4	0.2	0.014	0.047	0.181942946769925	1	1
20200721063830867	0.4	0.2	0.09	0.059	0.998137437506127	1	1
2020072106383063	0.4	0.2	0.09	0.059	0.0037251249877463	1	1
20200721064257336	0.4	0.2	0.102	0.055	0.990589157925694	0.5	1
20200721064257889	0.4	0.2	0.102	0.055	0.0188216841486129	1	1
2020072106472552	0.4	0.2	0.11	0.0523	0.153710420547005	1.01030927835052	1
20200721064725606	0.4	0.2	0.11	0.0523	1.69257915890599	1	1
20200721065152360	0.5	0.1	0.055	0.062	0.570630330359769	0.0555555555555556	0.92
20200721065152913	0.5	0.1	0.055	0.062	0.858739339280463	1	1
2020072106562059	0.5	0.05	0.0367	0.0649	1	1	1
20200721065620254	0.5	0.05	0.0367	0.0649	0	NaN	1
20200721070047777	0.5	0.2	0.055	0.062	0.641113616312126	0.0357142857142857	0.6775
20200721070047332	0.5	0.2	0.055	0.062	0.717772767375747	1	1
20200721070516727	0.5	0.1	0.0367	0.0649	0.732183119302029	1	0.82
20200721070516758	0.5	0.1	0.0367	0.0649	0.535633761395942	1	1
20200721070944652	0.5	0.2	0.0367	0.0649	0.839133418292324	1	0.8425
20200721070944206	0.5	0.2	0.0367	0.0649	0.321733163415351	1	1
20200721071415609	0.55	0.1	0.0367	0.0649	0.700813645721008	1	0.82
20200721071415163	0.55	0.1	0.0367	0.0649	0.598372708557985	1	1
20200721071846726	0.55	0.3	0.055	0.062	0.752965395549456	0.0769230769230769	0.95
20200721071846281	0.55	0.3	0.055	0.062	0.494069208901088	1	1
20200721072316920	0.6	0.1	0.055	0.062	0.587981570434271	0.2	0.765
20200721072316474	0.6	0.1	0.055	0.062	0.824036859131458	1	1
20200721072744796	0.6	0.2	0.055	0.062	0.61474365258308	0.0555555555555556	0.785
20200721072744350	0.6	0.2	0.055	0.062	0.77051269483384	1	1
20200721073223407	0.6	0.3	0.055	0.062	0.706205273992746	0.0714285714285714	1
20200721073223602	0.6	0.3	0.055	0.062	0.587589452014508	1	1
20200721073652778	0.6	0.2	0.0367	0.0649	0.798549161846878	1	0.65
20200721073652332	0.6	0.2	0.0367	0.0649	0.402901676306244	1	1
20200721074723778	0.6	0.3	0.01	0.047	1	1	1
20200721074723496	0.6	0.3	0.01	0.047	0	NaN	1
